model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]"
OPT-1.3B,ALL,FFN/Intermediate/bias,196608,0.0,0,0.0,0,0.0,-0.13720703125,0.1356201171875,0.13720703125,0.0005086263020833333,0.004069010416666666,0.04628499348958333,0.5320231119791667,5.309041341145834,57.57293701171875,36.51936848958333,0.015767415364583336,0.0
OPT-1.3B,ALL,FFN/Intermediate/weight,402653184,0.00013013680775960287,0,0.0,0,0.0,-0.25146484375,0.298583984375,0.298583984375,0.000276416540145874,0.0039604802926381435,0.040090084075927734,0.40034974614779156,3.9945018788178763,36.44100725650787,59.09497613708178,0.024707863728205364,0.0
OPT-1.3B,ALL,FFN/Output/bias,49152,0.0,0,0.0,0,0.0,-0.25,0.250244140625,0.250244140625,0.0,0.0,0.067138671875,0.52490234375,5.419921875,46.91365559895833,46.98079427083333,0.09358723958333334,0.0
OPT-1.3B,ALL,FFN/Output/weight,402653184,0.00016242265701293945,0,0.0,0,0.0,-0.5,0.5,0.5,0.0003258387247721354,0.0047331055005391445,0.047851602236429855,0.4793514808019002,4.757782320181528,37.2897466023763,57.379223654667534,0.04082297285397847,0.0
OPT-1.3B,ALL,LayerNorm/decoder_final/bias,2048,0.0,0,0.0,0,0.0,-0.25,0.25,0.25,0.0,0.0,0.0,0.048828125,0.5859375,1.416015625,53.076171875,44.873046875,0.0
OPT-1.3B,ALL,LayerNorm/decoder_final/weight,2048,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,ALL,LayerNorm/final/bias,49152,0.0,0,0.0,0,0.0,-0.48974609375,0.4326171875,0.48974609375,0.0,0.0,0.010172526041666668,0.042724609375,0.531005859375,5.206298828125,59.440104166666664,34.76969401041667,0.0
OPT-1.3B,ALL,LayerNorm/final/weight,49152,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,ALL,LayerNorm/self_attn/bias,49152,0.0,0,0.0,0,0.0,-0.25927734375,0.291015625,0.291015625,0.0,0.0,0.016276041666666664,0.16276041666666669,1.8697102864583333,18.416341145833336,72.88004557291666,6.654866536458333,0.0
OPT-1.3B,ALL,LayerNorm/self_attn/weight,49152,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,L0,Attn/K/bias,2048,0.0,0,0.0,0,0.0,-0.125244140625,0.1673583984375,0.1673583984375,0.0,0.0,0.390625,2.44140625,19.189453125,60.15625,17.626953125,0.1953125,0.0
OPT-1.3B,L0,Attn/K/weight,4194304,0.00030994415283203125,0,0.0,0,0.0,-0.2493896484375,0.220703125,0.2493896484375,0.0005006790161132812,0.006771087646484375,0.06840229034423828,0.6843090057373047,6.788039207458496,56.405019760131836,36.03215217590332,0.014495849609375,0.0
OPT-1.3B,L0,Attn/O/bias,2048,0.0,0,0.0,0,0.0,-0.2509765625,0.250244140625,0.2509765625,0.0,0.0,0.09765625,0.439453125,4.248046875,37.79296875,57.2265625,0.1953125,0.0
OPT-1.3B,L0,Attn/O/weight,4194304,0.0006198883056640625,0,0.0,0,0.0,-0.5,0.5,0.5,0.0014066696166992188,0.01652240753173828,0.17638206481933594,1.7822027206420898,17.622661590576172,77.1848201751709,3.144550323486328,0.07083415985107422,0.0
OPT-1.3B,L0,Attn/Q/bias,2048,0.0,0,0.0,0,0.0,-0.27783203125,0.267822265625,0.27783203125,0.0,0.0,0.0,0.390625,3.564453125,32.080078125,55.95703125,8.0078125,0.0
