model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]"
GPT2-Medium,L19,FFN/Output/bias,1024,0.0,4,0.390625,0,0.0,-1.5050534009933472,2.6941170692443848,2.6941170692443848,0.0,0.0,0.0,0.0,0.68359375,7.2265625,50.48828125,41.2109375,0.390625,0.0,0.0
GPT2-Medium,L19,FFN/Output/weight,4194304,0.0,177,0.004220008850097656,0,0.0,-5.506674289703369,5.331416130065918,5.506674289703369,7.152557373046875e-05,0.000286102294921875,0.0052928924560546875,0.05543231964111328,0.5721092224121094,5.718231201171875,50.62859058380127,43.01576614379883,0.004220008850097656,0.0,0.0
GPT2-Medium,L19,LayerNorm/ln_1/bias,1024,0.0,1,0.09765625,0,0.0,-0.5471643209457397,1.175524353981018,1.175524353981018,0.0,0.0,0.0,0.48828125,3.90625,31.640625,62.6953125,1.171875,0.09765625,0.0,0.0
GPT2-Medium,L19,LayerNorm/ln_1/weight,1024,0.0,0,0.0,0,0.0,0.0618211030960083,0.6904066801071167,0.6904066801071167,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,99.70703125,0.0,0.0,0.0
GPT2-Medium,L19,LayerNorm/ln_2/bias,1024,0.0,0,0.0,0,0.0,-0.5073943734169006,0.4279322326183319,0.5073943734169006,0.0,0.0,0.09765625,0.1953125,3.3203125,27.24609375,68.26171875,0.87890625,0.0,0.0,0.0
GPT2-Medium,L19,LayerNorm/ln_2/weight,1024,0.0,0,0.0,0,0.0,0.01231471449136734,0.7780905365943909,0.7780905365943909,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,99.609375,0.0,0.0,0.0
GPT2-Medium,L1,Attn/O/bias,1024,0.0,1,0.09765625,0,0.0,-1.3852972984313965,0.37566670775413513,1.3852972984313965,0.0,0.0,0.0,0.09765625,0.5859375,6.25,51.171875,41.796875,0.09765625,0.0,0.0
GPT2-Medium,L1,Attn/O/weight,1048576,0.0,709,0.06761550903320312,0,0.0,-6.088228225708008,6.085416316986084,6.088228225708008,0.000286102294921875,0.0011444091796875,0.013828277587890625,0.12273788452148438,1.3219833374023438,12.946128845214844,72.18036651611328,13.345909118652344,0.06761550903320312,0.0,0.0
GPT2-Medium,L1,Attn/QKV/bias,3072,0.0,3,0.09765625,0,0.0,-1.3494956493377686,0.8972671627998352,1.3494956493377686,0.0,0.0,0.06510416666666666,0.35807291666666663,2.1484375,22.298177083333336,54.78515625,20.247395833333336,0.09765625,0.0,0.0
GPT2-Medium,L1,Attn/QKV/weight,3145728,0.0,1,3.1789143880208336e-05,0,0.0,-0.9501134753227234,1.1730561256408691,1.1730561256408691,9.5367431640625e-05,0.0013033548990885415,0.009091695149739582,0.09018580118815103,0.8943875630696615,8.932971954345703,63.47576777140299,26.59616470336914,3.178914388020833e-05,0.0,0.0
GPT2-Medium,L1,FFN/Intermediate/bias,4096,0.0,0,0.0,0,0.0,-0.40842220187187195,0.20921824872493744,0.40842220187187195,0.0,0.0,0.0,0.2197265625,1.5869140625,15.1123046875,57.51953125,25.5615234375,0.0,0.0,0.0
GPT2-Medium,L1,FFN/Intermediate/weight,4194304,0.0,20,0.000476837158203125,0,0.0,-4.672027587890625,3.058183193206787,4.672027587890625,9.5367431640625e-05,0.0004291534423828125,0.008511543273925781,0.07615089416503906,0.7694244384765625,7.5684309005737305,59.97357368469238,31.602907180786133,0.000476837158203125,0.0,0.0
GPT2-Medium,L1,FFN/Output/bias,1024,0.0,1,0.09765625,0,0.0,-1.561808466911316,0.42728450894355774,1.561808466911316,0.0,0.0,0.1953125,0.0,0.68359375,9.1796875,69.23828125,20.60546875,0.09765625,0.0,0.0
GPT2-Medium,L1,FFN/Output/weight,4194304,0.0,676,0.016117095947265625,0,0.0,-8.98444652557373,4.161804676055908,8.98444652557373,9.5367431640625e-05,0.0010967254638671875,0.011444091796875,0.10738372802734375,1.0813713073730469,10.692167282104492,71.88491821289062,16.205406188964844,0.016117095947265625,0.0,0.0
